word,visual,phonetic,textual
a,0.19323671497584538,0.6930455635491606,0.30208333333333337
abandoned,0.652173913043478,0.422062350119904,0.6822916666666667
abbey,0.4154589371980677,0.7362110311750598,0.7578125
abide,0.4154589371980677,0.28776978417266186,0.16927083333333337
about,0.22705314009661848,0.0,0.7890625
abstract,0.6642679481297242,0.722682119205298,0.4335903855783676
academy,0.37681159420289845,0.422062350119904,0.5729166666666667
across,0.4975845410628019,0.24940047961630696,0.4921875
action,0.318840579710145,0.5107913669064748,0.30989583333333337
activism,0.42512077294686,0.6163069544364508,0.4765625
activities,0.36231884057971,0.5707434052757794,0.48177083333333326
activity,0.3961352657004831,0.6282973621103116,0.23177083333333337
actually,0.09178743961352653,0.5971223021582732,0.15625
ad,0.44927536231884035,0.7841726618705036,0.5729166666666667
adam,0.44927536231884035,0.803357314148681,0.71875
add,0.5072463768115942,0.7841726618705036,0.24739583333333337
added,0.2512077294685988,0.565947242206235,0.41666666666666674
address,0.6038647342995169,0.7362110311750598,0.6640625
adobe,0.5169082125603865,0.422062350119904,0.8255208333333333
adventure,0.5893719806763285,0.4676258992805755,0.6744791666666667
advertising,0.47342995169082114,0.5635491606714629,0.6276041666666667
aerial,0.9037453816618772,0.13583057395143483,0.6274011016524788
affairs,0.6618357487922704,0.3860911270983213,0.5520833333333333
africa,0.5797101449275361,0.724220623501199,0.5885416666666667
african,0.33816425120772964,0.6402877697841727,0.46875
after,0.26086956521739113,0.17985611510791366,0.43489583333333326
ago,0.10144927536231885,0.27338129496402874,0.265625
agriculture,0.49275362318840576,0.60431654676259,0.6484375
air,0.35265700483091766,0.5923261390887289,0.5598958333333333
aircraft,0.7681159420289854,0.6354916067146283,0.6822916666666667
airplane,0.8115942028985508,0.8249400479616307,0.9401041666666667
airplanes,0.7729468599033815,0.724220623501199,0.8932291666666667
airport,0.48309178743961345,0.9832134292565946,0.5703125
al,0.3719806763285023,0.8009592326139088,0.6171875
alan,0.3816425120772946,0.7553956834532374,0.6302083333333333
albert,0.38647342995169076,0.6091127098321343,0.8203125
album,0.5555555555555554,0.7266187050359711,0.6588541666666667
alex,0.38647342995169076,0.7410071942446042,0.6145833333333333
alexander,0.44927536231884035,0.5779376498800959,0.75
alice,0.44444444444444464,0.7601918465227817,0.5703125
all,0.23188405797101463,0.8273381294964028,0.5260416666666667
allowed,0.36714975845410613,0.12230215827338131,0.1484375
along,0.7536231884057969,0.13669064748201432,0.6536458333333333
alpha,0.5871145347854436,0.5187178072111848,0.4668402603905859
already,0.22705314009661848,0.39568345323741005,0.0859375
also,0.23188405797101463,0.1390887290167866,0.30989583333333337
alumni,0.6135265700483092,0.5779376498800959,0.6927083333333333
always,0.45893719806763267,0.2062350119904076,0.8307291666666667
am,0.3913043478260869,0.5563549160671462,0.6328125
amazing,0.23188405797101463,0.23980815347721818,0.5026041666666667
ambassador,0.6570048309178742,0.8081534772182253,0.6276041666666667
america,0.3816425120772946,0.41726618705035967,0.6015625
american,0.5410628019323673,0.45803357314148674,0.5625
among,0.2850241545893719,0.18705035971223016,0.38802083333333326
amsterdam,0.4541062801932365,0.5563549160671462,0.7578125
amy,0.4154589371980677,0.5059952038369304,0.7213541666666667
an,0.2028985507246377,0.4988009592326139,0.9088541666666667
ana,0.42995169082125617,0.7601918465227817,0.5520833333333333
analogue,0.42995169082125617,0.8201438848920863,0.36979166666666674
and,0.3913043478260869,0.7769784172661869,0.8151041666666667
andrea,0.42028985507246386,0.489208633093525,0.7265625
andrew,0.36714975845410613,0.7338129496402876,0.7109375
andy,0.3574879227053138,0.5371702637889688,0.84375
angel,0.2463768115942031,0.7290167865707433,0.796875
angeles,0.40096618357487923,0.6426858513189448,0.7630208333333333
angels,0.7004830917874396,0.7577937649880095,0.9036458333333333
animals,0.6763285024154588,0.8009592326139088,0.9192708333333333
animation,0.4782608695652173,0.3213429256594724,0.6927083333333333
ann,0.2657004830917873,0.7817745803357314,0.7864583333333333
anna,0.4057971014492754,0.7601918465227817,0.5703125
anne,0.42995169082125617,0.7817745803357314,0.40364583333333326
anniversary,0.3429951690821258,0.5371702637889688,0.4765625
annual,0.45893719806763267,0.6954436450839327,0.40364583333333326
another,0.18357487922705307,0.22781774580335723,0.5677083333333333
antonio,0.3333333333333335,0.6067146282973621,0.7604166666666667
anyone,0.3285024154589373,0.3860911270983213,0.19791666666666674
anything,0.21739130434782616,0.47961630695443636,0.1328125
apartment,0.3572722223563787,0.5578090507726269,0.9457786680020028
apple,0.44927536231884035,0.9400479616306954,0.7604166666666667
approximately,0.36714975845410613,0.4316546762589928,0.578125
april,0.31400966183574885,0.803357314148681,0.6041666666666667
arch,0.5942028985507246,0.7577937649880095,0.7083333333333333
archaeology,0.7246376811594204,0.7577937649880095,0.7213541666666667
architect,0.5410628019323673,0.6762589928057554,0.6875
architectural,0.5362318840579712,0.7002398081534771,0.5859375
architecture,0.6666666666666665,0.7122302158273381,0.5807291666666667
are,0.4541062801932365,0.5995203836930456,0.6380208333333333
area,0.37681159420289845,0.37889688249400477,0.47916666666666674
areas,0.468599033816425,0.7146282973621103,0.5286458333333333
arena,0.5507246376811592,0.4364508393285371,0.8125
argentina,0.42512077294686,0.7002398081534771,0.6015625
arizona,0.5217391304347827,0.41726618705035967,0.8671875
army,0.4396135265700485,0.8920863309352518,0.375
around,0.3478260869565215,0.3213429256594724,0.8020833333333333
arrangements,0.44444444444444464,0.4532374100719424,0.53125
arrived,0.2028985507246377,0.2997601918465227,0.8098958333333333
art,0.3719806763285023,0.6786570743405276,0.31510416666666674
artistic,0.4975845410628019,0.7769784172661869,0.546875
artists,0.4396135265700485,0.6570743405275778,0.6067708333333333
arts,0.3478260869565215,0.7050359712230214,0.38541666666666674
as,0.3961352657004831,0.6978417266187049,0.578125
asia,0.37681159420289845,0.4916067146282974,0.7786458333333333
asian,0.3478260869565215,0.539568345323741,0.29166666666666674
ask,0.44444444444444464,0.7673860911270982,0.34114583333333337
asked,0.3913043478260869,0.7290167865707433,0.36197916666666674
assigned,0.5845410628019323,0.5083932853717026,0.390625
association,0.42995169082125617,0.2709832134292566,0.484375
at,0.32367149758454117,0.8273381294964028,0.4921875
ate,0.36714975845410613,0.65947242206235,0.90625
athletics,0.7294685990338166,0.6354916067146283,0.8515625
atlanta,0.47342995169082114,0.5227817745803356,0.8020833333333333
atlantic,0.5603864734299515,0.6714628297362111,0.7864583333333333
attached,0.37681159420289845,0.7002398081534771,0.48958333333333326
attended,0.3333333333333335,0.539568345323741,0.8151041666666667
attribute,0.4154589371980677,0.5275779376498801,0.375
august,0.3574879227053138,0.5515587529976018,0.5546875
austin,0.36714975845410613,0.7769784172661869,0.49739583333333326
australia,0.318840579710145,0.3932853717026379,0.7213541666666667
australian,0.4057971014492754,0.3836930455635491,0.640625
austria,0.44444444444444464,0.4772182254196642,0.7057291666666667
auto,0.5024154589371981,0.8081534772182253,0.5572916666666667
automobile,0.6763285024154588,0.4052757793764987,0.7552083333333333
aux,0.40096618357487923,0.7937649880095923,0.8645833333333333
available,0.26086956521739113,0.37170263788968816,0.3671875
avenue,0.4879227053140096,0.8800959232613907,0.65625
aviation,0.40096618357487923,0.4604316546762589,0.23697916666666674
award,0.5555555555555554,0.5923261390887289,0.4453125
awards,0.5507246376811592,0.6235011990407673,0.5572916666666667
b,0.22222222222222232,0.8537170263788969,0.2890625
babies,0.5507246376811592,0.5635491606714629,0.8984375
baby,0.5024154589371981,0.8321342925659472,0.796875
back,0.3816425120772946,0.6978417266187049,0.5546875
backyard,0.7971014492753623,0.5707434052757794,0.9401041666666667
bad,0.24154589371980695,0.7817745803357314,0.49739583333333326
bag,0.5652173913043477,0.8513189448441247,0.8854166666666667
baker,0.3429951690821258,0.7074340527577938,0.890625
balcony,0.545893719806763,0.6666666666666665,0.8567708333333333
ball,0.3913043478260869,0.9136690647482013,0.8229166666666667
balloon,0.6666666666666665,0.5899280575539567,0.90625
balloons,0.5120772946859904,0.47961630695443636,0.9270833333333333
baltimore,0.2850241545893719,0.5995203836930456,0.8203125
band,0.5024154589371981,0.8249400479616307,0.5234375
bands,0.78743961352657,0.7841726618705036,0.703125
bank,0.30434782608695654,0.8009592326139088,0.5911458333333333
bar,0.5169082125603865,0.8752997601918464,0.5677083333333333
barbara,0.33816425120772964,0.8345323741007193,0.7395833333333333
barnes,0.45893719806763267,0.8705035971223021,0.5546875
bars,0.42028985507246386,0.8225419664268585,0.921875
base,0.318840579710145,0.5899280575539567,0.3671875
based,0.2512077294685988,0.5899280575539567,0.42447916666666674
basketball,0.681159420289855,0.6426858513189448,0.9348958333333333
bass,0.5120772946859904,0.5899280575539567,0.8958333333333333
bath,0.36118585962305283,0.7622546002932753,0.8973165998998498
battle,0.3719806763285023,0.7865707434052758,0.7552083333333333
bay,0.6038647342995169,0.8009592326139088,0.27864583333333337
be,0.3333333333333335,0.6019184652278178,0.46875
beach,0.7246376811594204,0.9328537170263789,0.7005208333333333
beaches,0.7101449275362319,0.7625899280575539,0.8984375
bear,0.4396135265700485,0.8561151079136691,0.6744791666666667
bears,0.3429951690821258,0.7745803357314147,0.8828125
beautiful,0.5024154589371981,0.709832134292566,0.4921875
beauty,0.4644418149766971,0.8451756806475349,0.9083224837255883
became,0.42028985507246386,0.20863309352517978,0.4453125
bee,0.6956521739130435,0.8537170263788969,0.703125
been,0.12077294685990347,0.5179856115107913,0.234375
beer,0.5507246376811592,0.8681055155875299,0.5182291666666667
before,0.2463768115942031,0.14388489208633093,0.37239583333333326
began,0.4396135265700485,0.2589928057553956,0.35677083333333326
behind,0.42512077294686,0.489208633093525,0.8151041666666667
belgium,0.42995169082125617,0.7194244604316546,0.6848958333333333
believe,0.12077294685990347,0.32613908872901676,0.21614583333333337
bell,0.38647342995169076,0.8920863309352518,0.6302083333333333
below,0.6849629325541524,0.10205114054451803,0.3874211316975462
ben,0.4057971014492754,0.7817745803357314,0.48697916666666674
bench,0.5024154589371981,0.8225419664268585,0.7395833333333333
berlin,0.3333333333333335,0.6498800959232613,0.49739583333333326
best,0.3816425120772946,0.6858513189448441,0.7291666666666667
bicycle,0.6666666666666665,0.3309352517985611,0.9427083333333333
bicycles,0.7198067632850242,0.32613908872901676,0.9270833333333333
bien,0.30434782608695654,0.7721822541966425,0.546875
big,0.318840579710145,0.8225419664268585,0.33333333333333337
biggest,0.42028985507246386,0.369304556354916,0.43489583333333326
bill,0.4782608695652173,0.7793764988009593,0.7552083333333333
bird,0.7487922705314007,0.8848920863309351,0.703125
birds,0.6908212560386473,0.764988009592326,0.39322916666666674
birmingham,0.31400966183574885,0.7937649880095923,0.796875
black,0.318840579710145,0.8369304556354915,0.8125
block,0.2367149758454108,0.8489208633093523,0.3671875
blonde,0.4057971014492754,0.8561151079136691,0.9505208333333333
bloom,0.8550724637681157,0.8129496402877696,0.9270833333333333
blossom,0.8357487922705316,0.908872901678657,1.0
blossoms,0.9178743961352658,0.894484412470024,0.9895833333333333
blue,0.5555555555555554,0.8417266187050358,0.48958333333333326
blues,0.42512077294686,0.8681055155875299,0.49479166666666674
blur,0.4637681159420288,0.8585131894484412,0.39583333333333326
blurry,0.2850241545893719,0.8824940047961629,0.5208333333333333
board,0.5652173913043477,0.8489208633093523,0.7786458333333333
boat,0.6859903381642511,0.9136690647482013,0.4765625
boats,0.9227053140096619,0.6642685851318944,0.859375
bob,0.3333333333333335,0.7745803357314147,0.7526041666666667
boeing,0.42028985507246386,0.37889688249400477,0.6015625
book,0.6038647342995169,0.8489208633093523,0.9088541666666667
books,0.6038647342995169,0.8729016786570742,0.6015625
booth,0.6280193236714977,0.65947242206235,0.8515625
booze,0.7681159420289854,0.8177458033573142,0.9140625
boston,0.5072463768115942,0.6978417266187049,0.8880208333333333
botanical,0.7826086956521738,0.31175059952038364,0.6614583333333333
both,0.19806763285024154,0.738609112709832,0.28385416666666674
bottle,0.5652173913043477,0.844124700239808,0.9088541666666667
bottom,0.2367149758454108,0.8177458033573142,0.7760416666666667
bought,0.21739130434782616,0.7697841726618704,0.8151041666666667
boulder,0.7336000948194935,0.7743514625385786,0.8648720998163912
bowl,0.42995169082125617,0.8585131894484412,0.9192708333333333
box,0.38647342995169076,0.8513189448441247,0.6796875
boy,0.6208869798999705,0.860830540865321,0.7166186258554498
boys,0.41062801932367154,0.6642685851318944,0.6197916666666667
branches,0.9420289855072461,0.7601918465227817,0.6510416666666667
brand,0.4637681159420288,0.8465227817745802,0.49739583333333326
brazil,0.5120772946859904,0.7314148681055155,0.41666666666666674
bread,0.7053140096618358,0.8057553956834531,0.9192708333333333
break,0.37253754253490723,0.6722434965934536,0.37789092492906023
breakfast,0.7880745238289392,0.7585588813717239,0.9788676504339843
brian,0.4879227053140096,0.7266187050359711,0.6119791666666667
bricks,0.43478260869565233,0.8081534772182253,0.8854166666666667
bride,0.5942028985507246,0.7410071942446042,0.953125
bridge,0.6714975845410627,0.8633093525179856,0.7864583333333333
bridges,0.6763285024154588,0.7841726618705036,0.7786458333333333
brigade,0.6908212560386473,0.5779376498800959,0.703125
bright,0.5072463768115942,0.7122302158273381,0.7916666666666667
bring,0.3091787439613527,0.7362110311750598,0.1171875
bristol,0.44927536231884035,0.7769784172661869,0.6484375
british,0.4782608695652173,0.8513189448441247,0.34635416666666674
broken,0.468599033816425,0.7937649880095923,0.7057291666666667
brooklyn,0.28985507246376807,0.9256594724220624,0.8359375
brothers,0.5217391304347827,0.7745803357314147,0.6015625
brought,0.4396135265700485,0.7985611510791366,0.37760416666666674
brown,0.32367149758454117,0.7434052757793765,0.7786458333333333
brussels,0.44927536231884035,0.7338129496402876,0.8255208333333333
budapest,0.5120772946859904,0.5851318944844124,0.5859375
buffalo,0.33816425120772964,0.8273381294964028,0.9088541666666667
bug,0.6425120772946862,0.8057553956834531,0.6171875
bugs,0.9082125603864735,0.7721822541966425,0.6770833333333333
build,0.30434782608695654,0.8800959232613907,0.4375
building,0.3816425120772946,0.9232613908872902,0.7161458333333333
buildings,0.6473429951690819,0.8345323741007193,0.7942708333333333
built,0.4637681159420288,0.7937649880095923,0.7083333333333333
bull,0.5410628019323673,0.8129496402877696,0.9505208333333333
burning,0.5217391304347827,0.3908872901678657,0.875
bus,0.5652173913043477,0.7050359712230214,0.7890625
buses,0.7198067632850242,0.5923261390887289,0.8177083333333333
business,0.57487922705314,0.5971223021582732,0.40364583333333326
but,0.16425120772946844,0.7458033573141487,0.390625
butterflies,0.8067632850241546,0.709832134292566,0.9765625
buy,0.3091787439613527,0.7865707434052758,0.6979166666666667
by,0.33816425120772964,0.7865707434052758,0.375
c,0.2946859903381642,0.8920863309352518,0.53125
cactus,0.9323671497584543,0.6402877697841727,0.953125
cafe,0.3478260869565215,0.9400479616306954,0.30989583333333337
california,0.4879227053140096,0.738609112709832,0.5572916666666667
call,0.26287701335393976,0.8209850993377484,0.2584276414621933
called,0.22222222222222232,0.7985611510791366,0.36979166666666674
came,0.20772946859903385,0.7314148681055155,0.40364583333333326
camera,0.5072463768115942,0.7889688249400479,0.7786458333333333
camp,0.3913043478260869,0.8057553956834531,0.8984375
camping,0.8840579710144927,0.6546762589928057,0.5729166666666667
campus,0.3719806763285023,0.9376498800959232,0.8567708333333333
can,0.1690821256038646,0.4460431654676259,0.6901041666666667
canada,0.3478260869565215,0.5755395683453237,0.5911458333333333
canadian,0.43478260869565233,0.35011990407673854,0.5286458333333333
canal,0.6183574879227054,0.815347721822542,0.7942708333333333
canon,0.38647342995169076,0.7410071942446042,0.7161458333333333
canyon,0.5700483091787438,0.7434052757793765,0.6354166666666667
cap,0.33816425120772964,0.7577937649880095,0.8567708333333333
cape,0.7004830917874396,0.7961630695443644,0.6770833333333333
capital,0.28985507246376807,0.7841726618705036,0.7109375
capitol,0.36231884057971,0.7841726618705036,0.7630208333333333
capture,0.36231884057971,0.6546762589928057,0.5703125
captured,0.1787439613526569,0.40287769784172656,0.78125
car,0.7198067632850242,0.9064748201438848,0.8359375
